ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Social group type,Land area size,Category of holdings,Net area sown,Area under current fallows,Net area cultivated,Uncultivated area 
21384,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,326.547,4.38,330.927,9.025
21385,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0
21386,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,215.147,3.245,218.392,14.618
21387,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,152.797,5.1,157.897,2.569
21388,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,145.934,6.19,152.124,5.526
21389,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,28.22,0,28.22,0
21390,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,149.282,15.245,164.527,4.249
21391,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,18378.48,171.828,18550.308,296.837
21392,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,5332.535,126.726,5459.261,90.592
21393,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,41215.445,763.42,41978.865,1177.981
21394,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,31033.52,721.336,31754.856,959.858
21395,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,476.52,0,476.52,0
21396,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,20363.24,529.739,20892.979,830.718
21397,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,14142.934,207.857,14350.791,456.066
21398,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,17047.647,920.521,17968.168,772.363
21399,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,7228.812,568.836,7797.648,496.785
21400,India,23,Madhya Pradesh,639,Alirajpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,6186.573,60.187,6246.76,96.467
21401,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,0,0
21402,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0
21403,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,0,0,0,0
21404,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,0,0,0,0
21405,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0
21406,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0
21407,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0
21408,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0
21409,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0
21410,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,0,0,0,0
21411,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,12540.993,4.765,12545.758,27.415
21412,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,6531.347,0,6531.347,0
21413,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,30971.799,0,30971.799,230.97
21414,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,25189.457,0,25189.457,48.116
21415,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,2697.184,0,2697.184,0
21416,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,18440.248,0,18440.248,32.441
21417,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,15025.609,0,15025.609,7.783
21418,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,19041.162,0,19041.162,85.079
21419,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,8908.255,0,8908.255,0
21420,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,8092.124,0,8092.124,2.562
21421,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,4007.434,0,4007.434,0
21422,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,139.655,0,139.655,0
21423,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,6926.129,0,6926.129,27.74
21424,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,3041.574,0,3041.574,5.162
21425,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,110.83,0,110.83,0
21426,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,1461.305,0,1461.305,0
21427,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,1277.995,0,1277.995,0
21428,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,924.377,0,924.377,0
21429,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,258.732,0,258.732,0
21430,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,1672.112,10.25,1682.362,0
21431,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,446.502,0,446.502,12.977
21432,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,10.216,0,10.216,0
21433,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,964.796,1.321,966.117,33.692
21434,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,554.575,0,554.575,6.538
21435,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0
21436,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,298.908,0,298.908,0
21437,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,248.936,0,248.936,8.829
21438,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,166.271,0,166.271,0
21439,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,42.444,0,42.444,1.648
21440,India,23,Madhya Pradesh,667,Agar Malwa,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,199.222,0,199.222,1.238
21441,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,2.884778439922041422,0.000000000000000,2.88477843992204,0.009888061096586361
21442,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,41.01263494830281424,0.000000000000000,41.0126349483028,0.000000000000000
21443,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,12.177781090516397569,0.164293938220204152,12.3420750287366,0.383352522513809688
21444,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,7.214481500086279545,0.000000000000000,7.21448150008628,0.699009857520220443
21445,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,94.257562093167309834,0.000000000000000,94.2575620931673,0.000000000000000
21446,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,10.60050857559681419,0.000000000000000,10.6005085755968,0.000000000000000
21447,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,19.960192253586098874,0.000000000000000,19.9601922535861,0.032453123599052672
21448,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,40.229703341475668528,0.428736187546859909,40.6584395290225,0.286246691744769271
21449,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,26.054026829392590839,0.000000000000000,26.0540268293926,0.000000000000000
21450,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,1.110251783126966021,0.000000000000000,1.11025178312697,0.008873900984115965
21451,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,6056.615153218856549399,89.472247602475746308,6146.08740082133,99.230749744694014219
21452,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,1063.244954833906931202,25.593598138331031055,1088.83855297224,293.113569866306322316
21453,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,13636.481554646335894066,130.711800875943811653,13767.1933555223,326.607982360837973409
21454,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,9921.042090523954513118,162.155074543004086836,10083.197165067,244.084252768953145295
21455,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,53.853676752374850793,0.388930403132396866,54.2426071555073,48.439329451923524148
21456,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,5680.502719747973018443,98.970110595789122447,5779.47283034376,183.577432138744379143
21457,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,4196.440139525375030209,81.420323389517037266,4277.86046291489,119.222634501794812968
21458,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,4768.717506910957377861,186.061870874268731744,4954.77937778523,233.933270663208834132
21459,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,1954.681805634288428841,97.786332204508052716,2052.4681378388,68.495866916194310642
21460,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,2833.97408908783693438,40.485018149790090721,2874.45910723763,35.603104908385721976
21461,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,2413.587735286973913247,52.638712937635316385,2466.22644822461,39.298957898255962599
21462,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,39.315184460055488935,0.000000000000000,39.3151844600555,0.020790282305643118
21463,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,4546.25413357976060489,121.042037743566703392,4667.29617132333,110.15553601625323753
21464,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,2650.526722983516883524,110.754144022638888769,2761.28086700616,61.700994162642657442
21465,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0.000000000000000,0.000000000000000,0,0.000000000000000
21466,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,1250.692168421810223882,62.358423455551591649,1313.05059187736,34.51693942792992786
21467,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,933.629714579571735224,21.865545564889855359,955.495260144462,29.509016792551112412
21468,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,564.81365603785646829,32.771316334340258745,597.584972372197,23.401237515198152502
21469,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,182.271193913882509095,1.170087229762719385,183.441281143645,2.880721799472159838
21470,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,725.07630781099079619,51.992946486019791732,777.069254297011,10.277498579774993064
21471,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,437.637470854012574692,3.510768769344393353,441.148239623357,7.121685849795238311
21472,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,13.104723433314339513,0.000000000000000,13.1047234333143,2.541992321907047574
21473,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,1096.596624292608374058,18.195807197915727433,1114.79243149052,28.163479863331014519
21474,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,708.686973313412961632,21.194171570434453207,729.881144883847,13.170136760568680055
21522,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,385.473,0,385.473,0
21475,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,3.6763304077051855,0.0760620084352797,3.75239241614047,2.27171865193368704
21476,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,265.62374585768376834,3.844934526403388835,269.468680384087,24.861881617183640341
21477,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,177.105822921042664668,3.784845539739517872,180.890668460782,3.215648176615508117
21478,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,76.818064799126380218,4.517069140943143784,81.3351339400695,0.248976307611482218
21479,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,39.738849847039996864,1.646235402567570307,41.3850852496076,1.488026425022188531
21480,India,23,Madhya Pradesh,722,Niwari,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,134.493350395317800738,3.055917958901420747,137.549268354219,3.009773673784017729
21481,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,4.918,0,4.918,0
21482,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,228.094,0,228.094,0
21483,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,23.512,1.658,25.17,0
21484,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,27.581,0,27.581,0
21485,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,6884.466,0,6884.466,0
21486,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,24.851,0,24.851,0
21487,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,26.299,0,26.299,0
21488,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,92.188,0,92.188,0
21489,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,63.79,0,63.79,0
21490,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,0.658,0,0.658,0
21491,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,24301.952,89.5,24391.452,0
21492,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,42323.747,305.118,42628.865,0
21493,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,76622.674,233.482,76856.156,0
21494,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,76819.834,187.289,77007.123,0.193
21495,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,7281.47,410.147,7691.617,0
21496,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,61550.927,168.183,61719.11,0
21497,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,51684.518,83.337,51767.855,0
21498,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,84444.756,157.944,84602.7,0
21499,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,43623.19,251.522,43874.712,0
21500,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,8819.204,58.888,8878.092,0
21501,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,818.26,0,818.26,0
21502,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,2472.081,0,2472.081,0
21503,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,2528.203,0,2528.203,0
21504,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,2558.978,0,2558.978,0
21505,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,651.883,0,651.883,0
21506,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,1886.373,0,1886.373,0
21507,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,1673.368,0,1673.368,0
21508,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,3328.618,0,3328.618,0
21509,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,1511.835,412.05,1923.885,0
21510,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,376.918,9.368,386.286,0
21511,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,138.545,0,138.545,0
21512,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,713.251,0,713.251,0
21513,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,503.206,0,503.206,0
21514,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,569.968,0,569.968,0
21515,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,242.087,0,242.087,0
21516,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,322.115,0,322.115,0
21517,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,349.15,0,349.15,0
21518,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,351.727,17.339,369.066,0
21519,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,193.279,0,193.279,0
21520,India,24,Gujarat,438,Ahmadabad,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,47.32,0,47.32,0
21521,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,8.522,0,8.522,0
21523,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,27.864,1.506,29.37,0
21524,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,59.8,0,59.8,0
21525,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,3037.572,0,3037.572,0
21526,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,41.015,0,41.015,0
21527,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,27.011,16.815,43.826,0
21528,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,67.497,30.615,98.112,0
21529,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,46.417,0,46.417,0
21530,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,3.825,0.832,4.657,0
21531,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,33101.281,70.454,33171.735,6.231
21532,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,19546.453,560.607,20107.06,47.608
21533,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,134820.246,313.732,135133.978,31.359
21534,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,123230.852,156.155,123387.007,29.645
21535,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,2059.079,231.878,2290.957,0
21536,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,72551.971,131.379,72683.35,19.166
21537,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,50346.997,114.231,50461.228,48.983
21538,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,62885.539,313.968,63199.507,7.012
21539,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,25178.532,67.154,25245.686,29.885
21540,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,3399.425,40.544,3439.969,2.491
21541,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,1622.02,0,1622.02,0
21542,India,24,Gujarat,439,Amreli,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,236.557,0,236.557,0
