ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Social group type,Land area size,Category of holdings,Net area sown,Area under current fallows,Net area cultivated,Uncultivated area 
8638,India,10,Bihar,194,Buxar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0
8639,India,10,Bihar,194,Buxar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0
8640,India,10,Bihar,194,Buxar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,72.426,0,72.426,3.417
8641,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,36.725,6.781,43.506,2.862
8642,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,73.465,0,73.465,0
8643,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,50.365,0,50.365,0.101
8644,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,29.782,0,29.782,0
8645,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0
8646,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,14.676,0,14.676,0
8647,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,24.043,0,24.043,0.548
8648,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,11.903,0,11.903,0
8649,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,55.031,0.662,55.693,1.595
8650,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,23.606,4.01,27.616,2.384
8651,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,45733.828,2136.911,47870.739,4540.324
8652,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,92.637,10.162,102.799,3.513
8653,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,24125.919,3273.874,27399.793,1994.115
8654,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,14112.413,1990.302,16102.715,1007.12
8655,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,0,0
8656,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,7383.808,734.577,8118.385,595.212
8657,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,3718.264,299.134,4017.398,171.903
8658,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,1661.968,67.696,1729.664,105.668
8659,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,365.685,10.464,376.149,14.171
8660,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,48792.468,3239.438,52031.906,6149.595
8661,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,3066.309,112.885,3179.194,214.27
8662,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0
8663,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,684.526,4.904,689.43,30.218
8664,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,123.95,0,123.95,5.351
8665,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0
8666,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0.829,2.171,3,0
8667,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0,0,0,0
8668,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0,0,0,0
8669,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0
8670,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,4651.826,316.515,4968.341,556.67
8671,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,86.077,0,86.077,0.117
8672,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0
8673,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,1.174,0,1.174,0
8674,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,2.173,0,2.173,0.054
8675,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0
8676,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0
8677,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0
8678,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0
8679,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0
8680,India,10,Bihar,195,Darbhanga,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,19.983,0,19.983,0
8681,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,100.876,11.081,111.957,0
8682,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,32,0,32,0
8683,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,155.208,9.409,164.617,0
8684,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,76.488,5.229,81.717,0.117
8685,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0
8686,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,71.741,3.303,75.044,0
8687,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,50.083,1.014,51.097,0
8688,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,7.097,0,7.097,0
8689,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,8,8,0
8690,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,95.553,28.652,124.205,0.346
8691,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,46212.084,5464.347,51676.431,1298.381
8692,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,1412.692,35.028,1447.72,34.999
8693,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,22968.605,13663.299,36631.904,509.856
8694,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,15765.429,6875.019,22640.448,301.285
8695,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,56.016,45.519,101.535,0
8696,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,15831.161,2530.233,18361.394,272.166
8697,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,9736.834,365.979,10102.813,158.09
8698,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,6532.689,380.481,6913.17,84.993
8699,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,3408.036,143.912,3551.948,67.838
8700,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,58294.441,7273.586,65568.027,1633.655
8701,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,17398.815,1017.443,18416.258,229.98
8702,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0
8703,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,11829.372,815.367,12644.739,181.359
8704,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,5806.286,300.61,6106.896,92.263
8705,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,268.09,0,268.09,0
8706,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,2780.447,37.838,2818.285,194.157
8707,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,1015.483,108.981,1124.464,1.23
8708,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,582.892,39.274,622.166,0
8709,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,570.773,0,570.773,0
8710,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,22525.927,1222.09,23748.017,487.053
8711,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,175.073,17.876,192.949,6.23
8712,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0
8713,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,48.603,38.935,87.538,3.341
8714,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,89.069,0,89.069,0
8715,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0
8716,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0
8717,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0
8718,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0
8719,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0
8720,India,10,Bihar,196,Gaya,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,76.663,3.276,79.939,2.358
8721,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,4.332,5.352,9.684,0
8722,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0
8723,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,9.38,11.434,20.814,0
8724,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,15.178,5.919,21.097,0
8725,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,97.152,33.385,130.537,22.257
8726,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,3.036,3.652,6.688,0
8727,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0
8728,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0
8729,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,7.733,0,7.733,0
8730,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,4.68,4.175,8.855,0
8731,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,31785.114,2722.487,34507.601,2209.522
8732,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,447.68,167.448,615.128,49.864
8733,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,14721.627,11314.524,26036.151,1800.157
8734,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,6283.29,3571.254,9854.544,574.065
8735,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,136.269,0,136.269,12.33
8736,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,3643.999,1889.351,5533.35,335.509
8737,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,2629.377,277.594,2906.971,119.038
8738,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,2796.051,249.314,3045.365,148.156
8739,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,1232.998,120.015,1353.013,157.958
8740,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,45414.958,8865.968,54280.926,1709.676
8741,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,1660.389,127.44,1787.829,90.089
8742,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0
8743,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,691.004,62.069,753.073,82.828
8744,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,130.539,16.981,147.52,3.532
8745,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0
8746,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,131.164,3.433,134.597,0.792
8747,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,5.008,0,5.008,3.947
8748,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,24.108,7.718,31.826,0
8749,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,75.093,0,75.093,0
8750,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,7375.783,536.201,7911.984,333.554
8751,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,276.933,10.674,287.607,9.528
8752,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0
8753,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,110.482,5.811,116.293,2.254
8754,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,71.135,10.233,81.368,0.555
8755,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0
8756,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,28.954,0,28.954,0.014
8757,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,10.029,0,10.029,4.837
8758,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0
8759,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,32.785,0,32.785,0
8760,India,10,Bihar,197,Gopalganj,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,933.893,105.502,1039.395,73.522
8761,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,28.779,2.231,31.01,0.022
8762,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,62.821,0.22,63.041,0
8763,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,29.853,0,29.853,6.548
8764,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,33.348,0,33.348,0
8765,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0
8766,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,18.162,0,18.162,0
8767,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,8.563,0,8.563,0
8768,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,12.948,0,12.948,0
8769,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0
8770,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,43.605,7.941,51.546,0.04
8771,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,29181.156,4984.871,34166.027,1634.586
8772,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,401.84,125.02,526.86,119.074
8773,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,13217.524,4551.888,17769.412,1423.116
8774,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,7080.481,2688.775,9769.256,822.906
8775,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,110.786,0,110.786,0
8776,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,4968.226,1543.705,6511.931,1109.697
8777,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,2239.38,361.852,2601.232,266.605
8778,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,1114.136,368.769,1482.905,204.031
8779,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,949.14,125.424,1074.564,62.635
8780,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,29204.513,2940.07,32144.583,1061.929
8781,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,5795.421,1311.616,7107.037,442.552
8782,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,125.916,24.703,150.619,4.502
8783,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,2189.016,1026.625,3215.641,261.116
8784,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,887.913,505.598,1393.511,44.878
8785,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,189.955,0,189.955,0
8786,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,690.545,358.836,1049.381,47.742
8787,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,741.612,92.691,834.303,30.191
8788,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,423.546,25.541,449.087,36.341
8789,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,336.498,16.816,353.314,40.569
8790,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,9422.37,1136.93,10559.3,612.692
8791,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,3065.914,817.737,3883.651,180.042
8792,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,19.202,0,19.202,0
8793,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,2814.643,842.739,3657.382,153.336
8794,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,2016.729,509.414,2526.143,372.335
8795,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0
8796,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,672.128,126.584,798.712,383.148
8797,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,356.837,177.838,534.675,72.853
8798,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,159.278,30.217,189.495,51.279
8799,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,28.535,0,28.535,0
8800,India,10,Bihar,198,Jamui,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,2766.276,183.319,2949.595,83.141
8801,India,10,Bihar,199,Jehanabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,8.738,3.405,12.143,0
8802,India,10,Bihar,199,Jehanabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0
8803,India,10,Bihar,199,Jehanabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,18.069,0.102,18.171,0.048
8804,India,10,Bihar,199,Jehanabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,9.218,0,9.218,0
8805,India,10,Bihar,199,Jehanabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0
8806,India,10,Bihar,199,Jehanabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,21.477,0,21.477,0
8807,India,10,Bihar,199,Jehanabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0
8808,India,10,Bihar,199,Jehanabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,5.267,5.267,0
8809,India,10,Bihar,199,Jehanabad,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0
